Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
36,2,885,1,16,3,1,1,1042,2,0,43,3,0,2,0,2,2743,8269,1,0,0,16,0,2,80,0,18,1,2,17,13,15,14,1
39,1,945,1,22,2,3,1,1043,3,0,82,2,2,4,0,2,10880,5083,1,0,1,13,0,2,80,0,21,2,2,21,6,2,8,0
33,0,1038,2,8,0,1,1,1044,1,0,88,1,0,8,3,2,2342,21437,0,0,0,19,0,3,80,0,3,2,1,2,2,2,2,0
45,2,1234,2,11,1,1,1,1045,3,0,90,2,3,3,3,1,17650,5404,3,0,0,13,0,1,80,1,26,4,3,9,3,1,1,0
32,0,1109,1,29,3,3,1,1046,3,0,69,2,0,2,2,2,4025,11135,9,0,0,12,0,1,80,0,10,2,2,8,7,7,7,0
34,2,216,2,1,3,2,1,1047,1,1,75,3,1,7,3,0,9725,12278,0,0,0,11,0,3,80,1,16,2,1,15,1,0,9,0
59,2,1089,2,1,1,5,1,1048,1,1,66,2,2,3,3,1,11904,11038,3,0,1,14,0,2,80,1,14,1,0,6,4,0,4,0
45,2,788,0,24,3,3,1,1049,1,1,36,2,0,1,1,2,2177,8318,1,0,0,16,0,0,80,0,6,3,2,6,3,0,4,0
53,1,124,2,2,2,2,1,1050,2,0,38,1,2,7,1,1,7525,23537,2,0,0,12,0,0,80,1,30,2,2,15,7,6,12,0
36,2,660,1,15,2,4,1,1052,0,1,81,2,1,2,2,0,4834,7858,7,0,0,14,0,1,80,1,9,3,1,1,0,0,0,1
26,1,342,1,2,2,1,1,1053,0,1,57,2,0,6,0,1,2042,15346,6,0,1,14,0,1,80,1,6,2,2,3,2,1,2,1
34,2,1333,2,10,3,1,1,1055,2,0,87,2,0,8,2,1,2220,18410,1,0,1,19,0,3,80,1,1,2,2,1,1,0,0,0
28,2,1144,2,10,0,3,1,1056,3,1,74,2,0,8,1,1,1052,23384,1,0,0,22,1,1,80,0,1,5,2,1,0,0,0,0
38,1,1186,1,3,3,4,1,1060,2,1,44,2,0,6,2,1,2821,2997,3,0,0,16,0,0,80,1,8,2,2,2,2,2,2,0
50,2,1464,1,2,3,3,1,1061,1,1,62,2,4,5,2,1,19237,12853,2,0,1,11,0,3,80,1,29,2,1,8,1,7,7,0
37,2,124,1,3,2,4,1,1062,3,0,35,2,1,0,1,2,4107,13848,3,0,0,15,0,0,80,0,8,3,1,4,3,0,1,0
40,2,300,2,26,2,2,1,1066,2,1,74,2,1,7,0,1,8396,22217,1,0,0,14,0,1,80,1,8,3,1,7,7,7,5,0
26,1,921,1,1,0,3,1,1068,0,0,66,1,0,6,2,0,2007,25265,1,0,0,13,0,2,80,2,5,5,2,5,3,1,3,0
46,2,430,1,1,3,3,1,1069,3,1,40,2,4,5,3,0,19627,21445,9,0,0,17,0,3,80,2,23,0,2,2,2,2,2,0
54,2,1082,2,2,3,1,1,1070,2,0,41,1,2,7,2,1,10686,8392,6,0,0,11,0,1,80,1,13,4,2,9,4,7,0,0
56,1,1240,1,9,2,3,1,1071,0,0,63,2,0,6,2,1,2942,12154,2,0,0,19,0,1,80,1,18,4,2,5,4,0,3,0
36,2,796,1,12,4,3,1,1073,3,0,51,1,2,4,3,2,8858,15669,0,0,0,11,0,1,80,0,15,2,1,14,8,7,8,0
55,0,444,1,2,0,3,1,1074,2,1,40,1,3,3,0,2,16756,17323,7,0,0,15,0,1,80,0,31,3,3,9,7,6,2,0
43,2,415,2,25,2,3,1,1076,2,1,79,1,2,7,3,0,10798,5268,5,0,0,13,0,2,80,1,18,5,2,1,0,0,0,0
20,1,769,2,9,2,2,1,1077,3,0,54,2,0,8,3,2,2323,17205,1,0,1,14,0,1,80,0,2,3,2,2,2,0,2,1
21,2,1334,1,10,2,1,1,1079,2,0,36,1,0,2,0,2,1416,17258,1,0,0,13,0,0,80,0,1,6,1,1,0,1,0,1
46,2,1003,1,8,3,1,1,1080,3,0,74,1,1,6,0,0,4615,21029,8,0,1,23,1,0,80,3,19,2,2,16,13,1,7,0
51,2,1323,1,4,3,1,1,1081,0,1,34,2,0,6,2,1,2461,10332,9,0,1,12,0,2,80,3,18,2,3,10,0,2,7,1
28,0,1366,1,24,1,5,1,1082,1,1,72,1,2,0,0,2,8722,12355,1,0,0,12,0,0,80,0,10,2,1,10,7,1,9,1
26,2,192,1,1,1,3,1,1083,0,1,59,1,0,2,0,1,3955,11141,1,0,0,16,0,0,80,2,6,2,2,5,3,1,3,0
30,2,1176,1,20,2,4,1,1084,2,1,85,2,1,4,0,1,9957,9096,0,0,0,15,0,2,80,1,7,1,1,6,2,0,2,0
41,2,509,1,7,1,5,1,1085,1,0,43,3,0,6,2,1,3376,18863,1,0,0,13,0,2,80,0,10,3,2,10,6,0,8,0
38,2,330,1,17,0,1,1,1088,2,0,65,1,2,0,2,1,8823,24608,0,0,0,18,0,0,80,1,20,4,1,19,9,1,9,0
40,2,1492,1,20,3,5,1,1092,0,1,61,2,2,0,3,1,10322,26542,4,0,0,20,1,3,80,1,14,6,2,11,10,11,1,0
27,0,1277,1,8,4,1,1,1094,0,1,87,0,0,2,2,1,4621,5869,1,0,0,19,0,3,80,3,3,4,2,3,2,1,2,0
55,1,1091,1,2,0,1,1,1096,3,1,65,2,2,4,1,1,10976,15813,3,0,0,18,0,1,80,1,23,4,2,3,2,1,2,0
28,2,857,1,10,2,4,1,1097,2,0,59,2,1,6,2,2,3660,7909,3,0,0,13,0,3,80,0,10,4,3,8,7,1,7,0
44,2,1376,0,1,1,3,1,1098,1,1,91,1,2,1,0,1,10482,2326,9,0,0,14,0,3,80,1,24,1,2,20,6,3,6,1
33,2,654,1,5,2,1,1,1099,3,1,34,1,2,0,3,0,7119,21214,4,0,0,15,0,2,80,1,9,2,2,3,2,1,2,0
35,2,1204,2,4,2,5,1,1100,3,1,86,2,2,7,0,2,9582,10333,0,0,1,22,1,0,80,0,9,2,2,8,7,4,7,1
33,1,827,1,29,3,3,1,1101,0,0,54,1,1,6,2,2,4508,3129,1,0,0,22,1,1,80,0,14,4,2,13,7,3,8,1
28,2,895,1,15,1,1,1,1102,0,1,50,2,0,2,2,0,2207,22482,1,0,0,16,0,3,80,1,4,5,1,4,2,2,2,0
34,1,618,1,3,0,1,1,1103,0,1,45,2,1,0,3,2,7756,22266,0,0,0,17,0,2,80,0,7,1,1,6,2,0,4,0
37,2,309,2,10,3,1,1,1105,3,0,88,1,1,7,3,0,6694,24223,2,0,1,14,0,2,80,3,8,5,2,1,0,0,0,0
25,2,1219,1,4,0,5,1,1106,3,1,32,2,0,2,3,1,3691,4605,1,0,1,15,0,1,80,1,7,3,3,7,7,5,6,1
26,2,1330,1,21,2,3,1,1107,0,1,37,2,0,2,2,0,2377,19373,1,0,0,20,1,2,80,1,1,0,1,1,1,0,0,1
33,2,1017,1,25,2,3,1,1108,0,1,55,1,0,6,1,2,2313,2993,4,0,1,20,1,1,80,0,5,0,2,2,2,2,2,1
42,2,469,1,2,1,3,1,1109,3,1,35,2,3,3,0,1,17665,14399,0,0,0,17,0,3,80,1,23,3,2,22,6,13,7,0
28,1,1009,1,1,2,3,1,1111,0,1,45,1,0,2,1,0,2596,7160,1,0,0,15,0,0,80,2,1,2,2,1,0,0,0,1
50,1,959,2,1,3,4,1,1113,3,1,81,2,1,7,2,2,4728,17251,3,0,1,14,0,3,80,0,5,4,2,0,0,0,0,1
33,1,970,2,7,2,1,1,1114,3,0,30,2,1,7,1,1,4302,13401,0,0,0,17,0,2,80,1,4,3,2,3,2,0,2,0
34,0,697,1,3,3,1,1,1115,2,1,40,1,0,6,3,1,2979,22478,3,0,0,17,0,3,80,3,6,2,2,0,0,0,0,0
48,0,1262,1,1,3,3,1,1116,0,1,35,3,3,3,3,2,16885,16154,2,0,0,22,1,2,80,0,27,3,1,5,4,2,1,0
45,0,1050,2,9,3,1,1,1117,1,0,65,1,1,7,2,1,5593,17970,1,0,0,13,0,3,80,1,15,2,2,15,10,4,12,0
52,2,994,1,7,3,1,1,1118,1,1,87,2,2,0,1,2,10445,15322,7,0,0,19,0,3,80,0,18,4,2,8,6,4,0,0
38,2,770,2,10,3,2,1,1119,2,1,73,1,2,7,2,0,8740,5569,0,0,1,14,0,1,80,2,9,2,2,8,7,2,7,0
29,2,1107,1,28,3,1,1,1120,2,0,93,2,0,6,3,0,2514,26968,4,0,0,22,1,0,80,1,11,1,2,7,5,1,7,0
28,2,950,1,3,2,3,1,1121,3,0,93,2,2,4,1,0,7655,8039,0,0,0,17,0,1,80,3,10,3,1,9,7,1,7,0
46,2,406,2,3,0,2,1,1124,0,1,52,2,3,3,2,1,17465,15596,3,0,0,12,0,3,80,1,23,3,2,12,9,4,9,0
38,2,130,2,2,1,2,1,1125,3,1,32,2,2,7,1,2,7351,20619,7,0,0,16,0,2,80,0,10,2,2,1,0,0,0,0
43,1,1082,1,27,2,1,1,1126,2,0,83,2,2,4,0,1,10820,11535,8,0,0,11,0,2,80,1,18,1,2,8,7,0,1,0
39,1,203,1,2,2,1,1,1127,0,1,84,2,3,0,3,0,12169,13547,7,0,0,11,0,3,80,3,21,4,2,18,7,11,5,1
40,2,1308,1,14,2,3,1,1128,2,1,44,1,4,5,2,2,19626,17544,1,0,0,14,0,0,80,0,21,2,3,20,7,4,9,0
21,2,984,1,1,0,5,1,1131,3,0,70,1,0,6,1,2,2070,25326,1,0,1,11,0,2,80,0,2,6,3,2,2,2,2,0
39,0,439,1,9,2,1,1,1132,2,1,70,2,1,2,1,2,6782,8770,9,0,0,15,0,2,80,0,9,2,1,5,4,0,3,0
36,0,217,1,18,3,1,1,1133,0,1,78,2,1,4,3,2,7779,23238,2,0,0,20,1,0,80,0,18,0,2,11,9,0,9,0
31,1,793,2,20,2,1,1,1135,2,1,67,3,0,8,3,1,2791,21981,0,0,0,12,0,0,80,1,3,4,2,2,2,2,2,0
28,2,1451,1,2,0,1,1,1136,0,1,67,1,0,6,1,1,3201,19911,0,0,0,17,0,0,80,0,6,2,0,5,3,0,4,0
35,1,1182,2,11,1,2,1,1137,3,1,54,2,1,7,3,0,4968,18500,1,0,0,11,0,3,80,1,5,3,2,5,2,0,2,0
49,2,174,2,8,3,5,1,1138,3,1,56,1,3,7,1,1,13120,11879,6,0,0,17,0,1,80,1,22,3,2,9,8,2,3,0
34,1,1003,1,2,1,1,1,1140,3,1,95,2,1,4,2,2,4033,15834,2,0,0,11,0,3,80,0,5,3,1,3,2,0,2,0
29,1,490,1,10,2,1,1,1143,3,0,61,2,0,6,1,0,3291,17940,0,0,0,14,0,3,80,2,8,2,1,7,5,1,1,0
42,2,188,1,29,2,3,1,1148,1,1,56,0,1,2,3,2,4272,9558,4,0,0,19,0,0,80,0,16,3,2,1,0,0,0,0
29,2,718,1,8,0,3,1,1150,1,1,79,1,1,4,3,1,5056,17689,1,0,1,15,0,2,80,1,10,2,1,10,7,1,2,0
38,2,433,0,1,2,0,1,1152,2,1,37,3,0,1,2,1,2844,6004,1,0,0,13,0,3,80,1,7,2,3,7,6,5,0,0
28,1,773,1,6,2,1,1,1154,2,1,39,1,0,6,2,0,2703,22088,1,0,1,14,0,3,80,1,3,2,2,3,1,0,2,0
18,0,247,1,8,0,3,1,1156,2,1,80,2,0,2,2,2,1904,13556,1,0,0,12,0,3,80,0,0,0,2,0,0,0,0,1
33,2,603,2,9,3,2,1,1157,0,0,77,2,1,7,0,2,8224,18385,0,0,1,17,0,0,80,0,6,3,2,5,2,0,3,1
41,2,167,1,12,3,1,1,1158,1,1,46,2,0,2,3,1,4766,9051,3,0,1,11,0,0,80,1,6,4,2,1,0,0,0,0
31,1,874,1,15,2,3,1,1160,2,1,72,2,0,2,2,1,2610,6233,1,0,0,12,0,2,80,1,2,5,1,2,2,2,2,1
37,2,367,1,25,1,3,1,1161,2,0,52,1,1,0,3,0,5731,17171,7,0,0,13,0,2,80,2,9,2,2,6,2,1,3,0
27,2,199,1,6,2,1,1,1162,3,1,55,1,0,6,2,1,2539,7950,1,0,0,13,0,2,80,1,4,0,2,4,2,2,2,0
34,2,1400,2,9,0,1,1,1163,1,0,70,2,1,7,2,1,5714,5829,1,0,0,20,1,0,80,0,6,3,1,6,5,1,3,0
35,2,528,0,8,3,5,1,1164,2,1,100,2,0,1,2,2,4323,7108,1,0,0,17,0,1,80,0,6,2,0,5,4,1,4,0
29,2,408,2,23,0,1,1,1165,3,0,45,1,2,7,0,1,7336,11162,1,0,0,13,0,0,80,1,11,3,0,11,8,3,10,1
40,1,593,1,9,3,3,1,1166,1,0,88,2,2,5,2,2,13499,13782,9,0,0,17,0,2,80,0,20,3,1,18,7,2,13,0
42,1,481,2,12,2,1,1,1167,2,1,44,2,3,7,0,2,13758,2447,0,0,1,12,0,1,80,0,22,2,1,21,9,13,14,1
42,2,647,2,4,3,2,1,1171,1,1,45,2,1,7,0,2,5155,2253,7,0,0,13,0,3,80,0,9,3,3,6,4,1,5,0
35,2,982,1,1,3,3,1,1172,3,1,58,1,0,2,2,1,2258,16340,6,0,0,12,0,1,80,1,10,2,2,8,0,1,7,0
24,2,477,1,24,2,3,1,1173,3,1,49,2,0,2,1,2,3597,6409,8,0,0,22,1,3,80,0,6,2,2,4,3,1,2,0
28,2,1485,1,12,0,1,1,1175,2,0,79,2,0,2,3,1,2515,22955,1,0,1,11,0,3,80,0,1,4,1,1,1,0,0,1
26,2,1384,1,3,3,3,1,1177,0,1,82,3,0,2,3,1,4420,13421,1,0,0,22,1,1,80,1,8,2,2,8,7,0,7,0
30,2,852,2,10,2,2,1,1179,2,1,72,1,1,7,2,1,6578,2706,1,0,0,18,0,0,80,1,10,3,2,10,3,1,4,0
40,1,902,1,26,1,3,1,1180,2,0,92,1,1,6,3,1,4422,21203,3,0,1,13,0,3,80,1,16,3,0,1,1,0,0,0
35,2,819,1,2,2,1,1,1182,2,1,44,1,2,4,1,0,10274,19588,2,0,0,18,0,1,80,1,15,2,3,7,7,6,4,0
34,1,669,1,1,2,3,1,1184,3,1,97,1,1,0,0,2,5343,25755,0,0,0,20,1,2,80,0,14,3,2,13,9,4,9,0
35,1,636,1,4,3,4,1,1185,3,1,47,1,0,2,3,1,2376,26537,1,0,0,13,0,1,80,1,2,2,3,2,2,2,2,0
43,2,1372,2,9,2,2,1,1188,0,0,85,0,1,7,2,2,5346,9489,8,0,0,13,0,1,80,0,7,2,1,4,3,1,3,1
32,0,862,2,2,0,1,1,1190,2,0,76,2,0,8,0,0,2827,14947,1,0,0,12,0,2,80,3,1,3,2,1,0,0,0,0
56,2,718,1,4,3,5,1,1191,3,0,92,2,4,3,0,0,19943,18575,4,0,0,13,0,3,80,1,28,2,2,5,2,4,2,0
29,2,1401,1,6,0,3,1,1192,1,0,54,2,0,2,3,1,3131,26342,1,0,0,13,0,0,80,1,10,5,2,10,8,0,8,0
19,2,645,1,9,1,1,1,1193,2,1,54,2,0,6,0,2,2552,7172,1,0,0,25,1,2,80,0,1,4,2,1,1,0,0,0
45,2,1457,1,7,2,3,1,1195,0,0,83,2,0,6,2,1,4477,20100,4,0,1,19,0,2,80,1,7,2,1,3,2,0,2,0
37,2,977,1,1,2,1,1,1196,3,0,56,1,1,4,3,1,6474,9961,1,0,0,13,0,1,80,1,14,2,1,14,8,3,11,0
20,2,805,1,3,2,1,1,1198,0,1,87,1,0,2,2,2,3033,12828,1,0,0,12,0,0,80,0,2,2,1,2,2,1,2,0
44,2,1097,1,10,3,1,1,1200,2,1,96,2,0,6,2,2,2936,10826,1,0,1,11,0,2,80,0,6,4,2,6,4,0,2,1
53,2,1223,1,7,1,3,1,1201,3,0,50,2,4,3,2,0,18606,18640,3,0,0,18,0,1,80,1,26,6,2,7,7,4,7,0
29,2,942,1,15,0,1,1,1202,1,0,69,0,0,6,3,1,2168,26933,0,0,1,18,0,0,80,1,6,2,1,5,4,1,3,0
22,1,1256,1,3,3,1,1,1203,2,1,48,1,0,6,3,1,2853,4223,0,0,1,11,0,1,80,1,1,5,2,0,0,0,0,1
46,2,1402,2,2,2,2,1,1204,2,0,69,2,3,3,0,1,17048,24097,8,0,0,23,1,0,80,0,28,2,2,26,15,15,9,0
44,0,111,1,17,2,1,1,1206,3,1,74,0,0,6,2,2,2290,4279,2,0,0,13,0,3,80,0,6,3,2,0,0,0,0,0
33,2,147,0,2,2,0,1,1207,1,1,99,2,0,1,2,1,3600,8429,1,0,0,13,0,3,80,1,5,2,2,5,4,1,4,0
41,0,906,1,5,1,1,1,1210,0,1,95,1,0,6,0,0,2107,20293,6,0,0,17,0,0,80,1,5,2,0,1,0,0,0,1
30,2,1329,2,29,3,1,1,1211,2,1,61,2,1,7,0,0,4115,13192,8,0,0,19,0,2,80,3,8,3,2,4,3,0,3,0
40,1,1184,2,2,3,3,1,1212,1,1,62,2,1,7,1,1,4327,25440,5,0,0,12,0,3,80,3,5,2,2,0,0,0,0,0
50,1,1421,1,2,2,3,1,1215,3,0,30,2,3,3,0,1,17856,9490,2,0,0,22,1,2,80,1,32,3,2,2,2,2,2,0
28,2,1179,1,19,3,3,1,1216,3,1,78,1,0,2,0,1,3196,12449,1,0,0,12,0,2,80,3,6,2,2,6,5,3,3,0
46,2,1450,1,15,1,1,1,1217,3,1,52,2,4,5,1,1,19081,10849,5,0,0,11,0,0,80,1,25,2,2,4,2,0,3,0
35,2,1361,2,17,3,1,1,1218,2,1,94,2,1,7,0,1,8966,21026,3,0,1,15,0,3,80,3,15,2,2,7,7,1,7,0
24,2,984,1,17,1,1,1,1219,3,0,97,2,0,2,1,1,2210,3372,1,0,0,13,0,0,80,1,1,3,0,1,0,0,0,1
33,1,1146,2,25,2,3,1,1220,1,0,82,2,1,7,2,1,4539,4905,1,0,0,12,0,0,80,1,10,3,1,10,7,0,1,0
36,2,917,1,6,3,1,1,1221,2,1,60,0,0,2,2,0,2741,6865,1,0,0,14,0,2,80,1,7,4,2,7,7,1,7,0
30,2,853,1,7,3,1,1,1224,2,1,49,2,1,2,2,0,3491,11309,1,0,0,13,0,0,80,3,10,4,1,10,7,8,9,0
44,2,200,1,29,3,4,1,1225,3,1,32,2,1,6,3,2,4541,7744,1,0,0,25,1,1,80,0,20,3,2,20,11,13,17,0
20,2,654,2,21,2,2,1,1226,2,1,43,3,0,8,3,2,2678,5050,1,0,0,17,0,3,80,0,2,2,2,2,1,2,2,0
46,2,150,1,2,3,5,1,1228,3,1,60,2,1,4,3,0,7379,17433,2,0,0,11,0,2,80,1,12,3,1,6,3,1,4,0
42,0,179,0,2,4,3,1,1231,3,1,79,3,1,1,0,1,6272,12858,7,0,0,16,0,0,80,1,10,3,3,4,3,0,3,0
60,2,696,2,7,3,2,1,1233,1,1,52,3,1,7,3,0,5220,10893,0,0,1,18,0,1,80,1,12,3,2,11,7,1,9,0
32,1,116,1,13,2,4,1,1234,2,0,77,1,0,2,1,1,2743,7331,1,0,0,20,1,2,80,1,2,2,2,2,2,2,2,0
32,1,1316,1,2,1,1,1,1235,3,0,38,2,1,6,2,2,4998,2338,4,0,1,14,0,3,80,0,10,2,2,8,7,0,7,0
36,2,363,1,1,2,5,1,1237,2,0,77,0,2,4,0,0,10252,4235,2,0,1,21,1,2,80,1,17,2,2,7,7,7,7,0
33,2,117,1,9,2,3,1,1238,0,1,60,2,0,6,3,1,2781,6311,0,0,0,13,0,1,80,1,15,5,2,14,10,4,10,0
40,2,107,2,10,2,5,1,1239,1,0,84,1,1,7,1,0,6852,11591,7,0,0,12,0,1,80,1,7,2,3,5,1,1,3,0
25,2,1356,2,10,3,1,1,1240,2,1,57,2,1,7,3,2,4950,20623,0,0,0,14,0,1,80,0,5,4,2,4,3,1,1,0
30,2,1465,1,1,2,3,1,1241,3,1,63,2,0,6,1,1,3579,9369,0,0,1,21,1,0,80,1,12,2,2,11,9,5,7,0
42,1,458,1,26,4,3,1,1242,0,0,60,2,2,5,0,1,13191,23281,3,0,1,17,0,2,80,0,20,6,2,1,0,0,0,0
35,0,1212,2,8,1,2,1,1243,2,0,78,1,2,7,3,1,10377,13755,4,0,1,11,0,1,80,1,16,6,1,13,2,4,12,0
27,2,1103,1,14,2,1,1,1244,0,1,42,2,0,6,0,1,2235,14377,1,0,1,14,0,3,80,2,9,3,1,9,7,6,8,0
54,1,966,1,1,3,1,1,1245,3,0,53,2,2,4,2,0,10502,9659,7,0,0,17,0,0,80,1,33,2,0,5,4,1,4,0
44,2,1117,1,2,0,1,1,1246,0,0,72,3,0,6,3,1,2011,19982,1,0,0,13,0,3,80,1,10,5,2,10,5,7,7,0
19,0,504,1,10,2,3,1,1248,0,0,96,1,0,6,1,2,1859,6148,1,0,1,25,1,1,80,0,1,2,3,1,1,0,0,1
29,2,1010,1,1,2,1,1,1249,0,0,97,2,0,6,3,0,3760,5598,1,0,0,15,0,0,80,3,3,5,2,3,2,1,2,0
54,2,685,1,3,2,1,1,1250,3,1,85,2,3,5,3,1,17779,23474,3,0,0,14,0,0,80,0,36,2,2,10,9,0,9,0
31,2,1332,1,11,1,3,1,1251,2,1,80,2,1,0,0,1,6833,17089,1,0,1,12,0,3,80,0,6,2,1,6,5,0,1,0
31,2,1062,1,24,2,3,1,1252,2,0,96,1,1,0,0,2,6812,17198,1,0,0,19,0,1,80,0,10,2,2,10,9,1,8,0
59,2,326,2,3,2,1,1,1254,2,0,48,1,1,7,3,2,5171,16490,5,0,0,17,0,3,80,0,13,2,2,6,1,0,5,0
43,2,920,1,3,2,1,1,1255,2,1,96,0,4,5,3,1,19740,18625,3,0,0,14,0,1,80,1,25,2,2,8,7,0,7,0
49,2,1098,1,4,1,3,1,1256,0,1,85,1,4,3,2,1,18711,12124,2,0,0,13,0,2,80,1,23,2,3,1,0,0,0,0
36,1,469,1,3,2,5,1,1257,2,1,46,2,0,6,1,1,3692,9256,1,0,0,12,0,2,80,0,12,2,1,11,10,0,7,0
48,2,969,1,2,1,5,1,1258,3,1,76,3,0,2,1,2,2559,16620,5,0,0,11,0,2,80,0,7,4,1,1,0,0,0,0
27,2,1167,1,4,1,1,1,1259,0,1,76,2,0,6,2,0,2517,3208,1,0,0,11,0,1,80,3,5,2,2,5,3,0,3,0
29,2,1329,1,7,2,1,1,1260,2,1,82,2,1,0,3,0,6623,4204,1,0,1,11,0,1,80,2,6,2,2,6,0,1,0,0
48,2,715,1,1,2,1,1,1263,3,1,76,1,4,5,3,2,18265,8733,6,0,0,12,0,2,80,0,25,3,3,1,0,0,0,0
29,2,694,1,1,2,1,1,1264,3,0,87,1,3,5,3,0,16124,3423,3,0,0,14,0,1,80,2,9,2,1,7,7,1,7,0
34,2,1320,1,20,2,5,1,1265,2,0,89,3,0,6,2,1,2585,21643,0,0,0,17,0,3,80,0,2,5,1,1,0,0,0,0
44,2,1099,2,5,2,2,1,1267,1,1,88,2,4,3,1,1,18213,8751,7,0,0,11,0,2,80,1,26,5,2,22,9,3,10,0
33,2,536,2,10,4,2,1,1268,3,1,82,3,2,7,2,0,8380,21708,0,0,1,14,0,3,80,2,10,3,2,9,8,0,8,0
19,2,265,1,25,2,1,1,1269,1,0,57,3,0,6,3,2,2994,21221,1,0,1,12,0,3,80,0,1,2,2,1,0,0,1,0
23,2,373,1,1,1,1,1,1270,3,1,47,2,0,6,2,1,1223,16901,1,0,0,22,1,3,80,1,1,2,2,1,0,0,1,0
25,1,599,2,24,0,1,1,1273,2,1,73,0,0,8,3,2,1118,8040,1,0,1,14,0,3,80,0,1,4,2,1,0,1,0,1
26,2,583,1,4,1,1,1,1275,2,1,53,2,0,6,3,2,2875,9973,1,0,1,20,1,1,80,0,8,2,1,8,5,2,2,0
45,2,1449,2,2,2,2,1,1277,0,0,94,0,4,3,1,2,18824,2493,2,0,1,16,0,0,80,0,26,2,2,24,10,1,11,1
55,0,177,1,8,0,3,1,1278,3,1,37,1,3,0,1,0,13577,25592,1,0,1,15,0,3,80,1,34,3,2,33,9,15,0,0
21,1,251,1,10,1,1,1,1279,0,0,45,1,0,2,2,2,2625,25308,1,0,0,20,1,2,80,0,2,2,0,2,2,2,2,1
46,2,168,2,4,1,2,1,1280,3,0,33,1,4,3,1,1,18789,9946,2,0,0,14,0,2,80,1,26,2,2,11,4,0,8,0
34,2,131,2,2,2,2,1,1281,2,0,86,2,1,7,0,2,4538,6039,0,0,1,12,0,3,80,0,4,3,2,3,2,0,2,0
51,1,237,2,9,2,1,1,1282,3,1,83,2,4,3,1,0,19847,19196,4,0,1,24,1,0,80,1,31,5,1,29,10,11,10,0
59,2,1429,1,18,3,3,1,1283,3,1,67,2,2,4,3,2,10512,20002,6,0,0,12,0,3,80,0,25,6,1,9,7,5,4,0
34,1,135,1,19,2,3,1,1285,2,0,46,2,1,2,1,0,4444,22534,4,0,0,13,0,2,80,2,15,2,3,11,8,5,10,0
28,1,791,1,1,3,3,1,1286,3,1,44,2,0,2,2,2,2154,6842,0,0,1,11,0,2,80,0,5,2,1,4,2,0,2,0
44,2,1199,1,4,1,1,1,1288,2,1,92,3,4,3,0,0,19190,17477,1,0,0,14,0,3,80,2,26,4,1,25,9,14,13,0
34,1,648,0,11,2,1,1,1289,2,1,56,1,1,1,1,1,4490,21833,4,0,0,11,0,3,80,2,14,5,3,10,9,1,8,0
35,2,735,1,6,0,1,1,1291,2,1,66,2,0,6,2,1,3506,6020,0,0,1,14,0,3,80,0,4,3,2,3,2,2,2,0
42,2,603,1,7,3,3,1,1292,1,0,78,3,1,6,1,1,2372,5628,6,0,1,16,0,3,80,0,18,2,2,1,0,0,0,0
43,2,531,2,4,3,2,1,1293,3,0,56,1,2,7,3,2,10231,20364,3,0,0,14,0,3,80,0,23,3,3,21,7,15,17,0
36,2,429,1,2,3,1,1,1294,2,0,53,2,1,4,1,2,5410,2323,9,0,1,11,0,3,80,0,18,2,2,16,14,5,12,0
44,2,621,1,15,2,3,1,1295,0,0,73,2,2,0,3,1,7978,14075,1,0,0,11,0,3,80,1,10,2,2,10,7,0,5,1
28,1,193,1,2,2,1,1,1296,3,1,52,1,0,2,3,1,3867,14222,1,0,1,12,0,1,80,1,2,2,2,2,2,2,2,0
51,1,968,1,6,1,3,1,1297,1,0,40,1,0,2,2,2,2838,4257,0,0,0,14,0,1,80,0,8,6,1,7,0,7,7,0
30,0,879,1,9,1,3,1,1298,2,0,72,2,1,4,2,2,4695,12858,7,0,1,18,0,2,80,0,10,3,2,8,4,1,7,0
29,2,806,1,7,2,5,1,1299,1,0,39,2,0,2,2,0,3339,17285,3,0,1,13,0,0,80,2,10,2,2,7,7,7,7,1
28,2,640,1,1,2,5,1,1301,3,1,84,2,0,6,0,2,2080,4732,2,0,0,11,0,1,80,0,5,2,1,3,2,1,2,0
25,2,266,1,1,2,3,1,1303,3,0,40,2,0,6,1,2,2096,18830,1,0,0,18,0,3,80,0,2,3,1,2,2,2,1,0
32,2,604,2,8,2,3,1,1304,2,1,56,3,1,7,3,1,6209,11693,1,0,0,15,0,2,80,2,10,4,3,10,7,0,8,0
45,1,364,1,25,2,3,1,1306,1,0,83,2,4,3,1,2,18061,13035,3,0,0,22,1,2,80,0,22,4,2,0,0,0,0,0
39,2,412,1,13,3,3,1,1307,2,0,94,1,3,3,1,0,17123,17334,6,0,1,13,0,3,80,2,21,4,2,19,9,15,2,0
58,2,848,1,23,3,1,1,1308,0,1,88,2,0,6,2,0,2372,26076,1,0,0,12,0,3,80,2,2,3,2,2,2,2,2,0
